productkey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount,orderdate,duedate,shipdate
581,22988,1,6,SO72488,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
234,22988,1,6,SO72488,? 38.49,49.99,06-12-2022,18-12-2022,13-12-2022
582,16025,1,6,SO72489,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
222,16025,1,6,SO72489,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
465,16025,1,6,SO72489,? 9.16,24.49,06-12-2022,18-12-2022,13-12-2022
382,26571,1,6,SO72490,? 713.08,1120.49,06-12-2022,18-12-2022,13-12-2022
214,26571,1,6,SO72490,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
384,27702,1,6,SO72491,? 713.08,1120.49,06-12-2022,18-12-2022,13-12-2022
222,27702,1,6,SO72491,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
598,13021,1,6,SO72492,? 294.58,539.99,06-12-2022,18-12-2022,13-12-2022
485,13021,1,6,SO72492,? 8.22,21.98,06-12-2022,18-12-2022,13-12-2022
217,13021,1,6,SO72492,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
355,14012,1,6,SO72493,"? 1,265.62",2319.99,06-12-2022,18-12-2022,13-12-2022
537,14012,1,6,SO72493,? 13.09,35.00,06-12-2022,18-12-2022,13-12-2022
528,14012,1,6,SO72493,? 1.87,4.99,06-12-2022,18-12-2022,13-12-2022
473,14012,1,6,SO72493,? 23.75,63.50,06-12-2022,18-12-2022,13-12-2022
588,17328,1,6,SO72494,? 419.78,769.49,06-12-2022,18-12-2022,13-12-2022
477,17328,1,6,SO72494,? 1.87,4.99,06-12-2022,18-12-2022,13-12-2022
217,17328,1,6,SO72494,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
359,13111,1,6,SO72495,"? 1,251.98",2294.99,06-12-2022,18-12-2022,13-12-2022
485,13111,1,6,SO72495,? 8.22,21.98,06-12-2022,18-12-2022,13-12-2022
477,13111,1,6,SO72495,? 1.87,4.99,06-12-2022,18-12-2022,13-12-2022
478,13111,1,6,SO72495,? 3.74,9.99,06-12-2022,18-12-2022,13-12-2022
488,13111,1,6,SO72495,? 41.57,53.99,06-12-2022,18-12-2022,13-12-2022
564,28297,1,100,SO72496,"? 1,481.94",2384.07,06-12-2022,18-12-2022,13-12-2022
225,28297,1,100,SO72496,? 6.92,8.99,06-12-2022,18-12-2022,13-12-2022
566,26681,1,100,SO72497,? 461.44,742.35,06-12-2022,18-12-2022,13-12-2022
575,23074,1,19,SO72498,"? 1,481.94",2384.07,06-12-2022,18-12-2022,13-12-2022
467,23074,2,19,SO72498,? 9.16,24.49,06-12-2022,18-12-2022,13-12-2022
214,23074,1,19,SO72498,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
584,20744,1,100,SO72499,? 343.65,539.99,06-12-2022,18-12-2022,13-12-2022
481,20744,1,100,SO72499,? 3.36,8.99,06-12-2022,18-12-2022,13-12-2022
584,24321,1,100,SO72500,? 343.65,539.99,06-12-2022,18-12-2022,13-12-2022
479,24321,1,100,SO72500,? 3.36,8.99,06-12-2022,18-12-2022,13-12-2022
388,21923,1,100,SO72501,? 713.08,1120.49,06-12-2022,18-12-2022,13-12-2022
386,14888,1,100,SO72502,? 713.08,1120.49,06-12-2022,18-12-2022,13-12-2022
490,14888,1,100,SO72502,? 41.57,53.99,06-12-2022,18-12-2022,13-12-2022
467,14888,1,100,SO72502,? 9.16,24.49,06-12-2022,18-12-2022,13-12-2022
580,18525,1,19,SO72503,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
214,18525,1,19,SO72503,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
583,18980,1,100,SO72504,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
228,18980,1,100,SO72504,? 38.49,49.99,06-12-2022,18-12-2022,13-12-2022
583,18998,1,100,SO72505,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
539,18998,1,100,SO72505,? 9.35,24.99,06-12-2022,18-12-2022,13-12-2022
529,18998,1,100,SO72505,? 1.49,3.99,06-12-2022,18-12-2022,13-12-2022
487,18998,1,100,SO72505,? 20.57,54.99,06-12-2022,18-12-2022,13-12-2022
583,18803,1,100,SO72506,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
231,18803,1,100,SO72506,? 38.49,49.99,06-12-2022,18-12-2022,13-12-2022
583,22618,1,98,SO72507,"? 1,082.51",1700.99,06-12-2022,18-12-2022,13-12-2022
386,25582,1,98,SO72508,? 713.08,1120.49,06-12-2022,18-12-2022,13-12-2022
225,25582,1,98,SO72508,? 6.92,8.99,06-12-2022,18-12-2022,13-12-2022
214,25582,1,98,SO72508,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
604,28474,1,98,SO72509,? 343.65,539.99,06-12-2022,18-12-2022,13-12-2022
538,28474,1,98,SO72509,? 8.04,21.49,06-12-2022,18-12-2022,13-12-2022
529,28474,1,98,SO72509,? 1.49,3.99,06-12-2022,18-12-2022,13-12-2022
605,25552,1,100,SO72510,? 343.65,539.99,06-12-2022,18-12-2022,13-12-2022
479,25552,1,100,SO72510,? 3.36,8.99,06-12-2022,18-12-2022,13-12-2022
477,25552,1,100,SO72510,? 1.87,4.99,06-12-2022,18-12-2022,13-12-2022
563,13257,1,100,SO72511,"? 1,481.94",2384.07,06-12-2022,18-12-2022,13-12-2022
214,13257,1,100,SO72511,? 13.09,34.99,06-12-2022,18-12-2022,13-12-2022
586,15130,1,6,SO72512,? 461.44,742.35,06-12-2022,18-12-2022,13-12-2022
606,28120,1,6,SO72513,? 343.65,539.99,06-12-2022,18-12-2022,13-12-2022
580,24592,1,6,SO72514,"? 1,082.51",1700.99,07-12-2022,19-12-2022,14-12-2022
477,24592,1,6,SO72514,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
479,24592,1,6,SO72514,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
528,17234,1,6,SO72515,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
536,17234,1,6,SO72515,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
480,17234,1,6,SO72515,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
477,24376,1,6,SO72516,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
484,13668,1,6,SO72517,? 2.97,7.95,07-12-2022,19-12-2022,14-12-2022
463,12351,1,6,SO72518,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
541,19623,1,6,SO72519,? 10.84,28.99,07-12-2022,19-12-2022,14-12-2022
530,19623,1,6,SO72519,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
214,19623,1,6,SO72519,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
463,19623,1,6,SO72519,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
587,19474,1,100,SO72520,? 419.78,769.49,07-12-2022,19-12-2022,14-12-2022
536,19474,1,100,SO72520,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
528,19474,1,100,SO72520,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
480,19474,1,100,SO72520,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
361,15620,1,98,SO72521,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
528,15620,1,98,SO72521,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
537,15620,1,98,SO72521,? 13.09,35.00,07-12-2022,19-12-2022,14-12-2022
485,15620,1,98,SO72521,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
467,15620,2,98,SO72521,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
539,28760,1,100,SO72522,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
529,28760,1,100,SO72522,? 1.49,3.99,07-12-2022,19-12-2022,14-12-2022
540,25376,1,100,SO72523,? 12.19,32.60,07-12-2022,19-12-2022,14-12-2022
535,26243,1,100,SO72524,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
480,26243,1,100,SO72524,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
536,19870,1,19,SO72525,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
528,19870,1,19,SO72525,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
480,19870,1,19,SO72525,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
536,12916,1,19,SO72526,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
536,11262,1,19,SO72527,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
528,11262,1,19,SO72527,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
463,11262,1,19,SO72527,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
214,11262,1,19,SO72527,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
528,24260,1,100,SO72528,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
536,24260,1,100,SO72528,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
478,24260,1,100,SO72528,? 3.74,9.99,07-12-2022,19-12-2022,14-12-2022
478,20540,1,100,SO72529,? 3.74,9.99,07-12-2022,19-12-2022,14-12-2022
478,20521,1,100,SO72530,? 3.74,9.99,07-12-2022,19-12-2022,14-12-2022
477,20521,1,100,SO72530,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
480,20521,2,100,SO72530,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
484,20521,1,100,SO72530,? 2.97,7.95,07-12-2022,19-12-2022,14-12-2022
477,16858,1,100,SO72531,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
477,16806,1,100,SO72532,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
237,16806,1,100,SO72532,? 38.49,49.99,07-12-2022,19-12-2022,14-12-2022
528,15358,1,100,SO72533,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
217,15358,1,100,SO72533,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
528,14764,1,100,SO72534,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
480,14764,2,100,SO72534,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
485,20773,1,19,SO72535,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
225,20773,1,19,SO72535,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
536,17638,1,100,SO72536,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
528,17638,1,100,SO72536,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
214,17638,1,100,SO72536,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
529,14187,1,100,SO72537,? 1.49,3.99,07-12-2022,19-12-2022,14-12-2022
540,14187,1,100,SO72537,? 12.19,32.60,07-12-2022,19-12-2022,14-12-2022
535,16941,1,100,SO72538,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
528,16941,1,100,SO72538,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
217,16941,1,100,SO72538,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
477,23971,1,98,SO72539,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
214,23971,1,98,SO72539,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
228,23971,1,98,SO72539,? 38.49,49.99,07-12-2022,19-12-2022,14-12-2022
225,23971,1,98,SO72539,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
477,22474,1,100,SO72540,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
481,22474,1,100,SO72540,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
536,23617,1,98,SO72541,? 11.22,29.99,07-12-2022,19-12-2022,14-12-2022
528,23617,1,98,SO72541,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
541,12592,1,98,SO72542,? 10.84,28.99,07-12-2022,19-12-2022,14-12-2022
530,12592,1,98,SO72542,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
225,12592,1,98,SO72542,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
477,24216,1,98,SO72543,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
217,24216,1,98,SO72543,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
225,24216,1,98,SO72543,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
537,11726,1,100,SO72544,? 13.09,35.00,07-12-2022,19-12-2022,14-12-2022
528,11726,1,100,SO72544,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
485,11726,1,100,SO72544,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
473,11726,1,100,SO72544,? 23.75,63.50,07-12-2022,19-12-2022,14-12-2022
222,11726,1,100,SO72544,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
597,16229,1,100,SO72545,? 294.58,539.99,07-12-2022,19-12-2022,14-12-2022
535,16229,1,100,SO72545,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
528,16229,1,100,SO72545,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
480,16229,2,100,SO72545,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
355,18514,1,100,SO72546,"? 1,265.62",2319.99,07-12-2022,19-12-2022,14-12-2022
478,18514,1,100,SO72546,? 3.74,9.99,07-12-2022,19-12-2022,14-12-2022
477,18514,1,100,SO72546,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
487,18514,1,100,SO72546,? 20.57,54.99,07-12-2022,19-12-2022,14-12-2022
355,18519,1,100,SO72547,"? 1,265.62",2319.99,07-12-2022,19-12-2022,14-12-2022
528,18519,1,100,SO72547,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
537,18519,1,100,SO72547,? 13.09,35.00,07-12-2022,19-12-2022,14-12-2022
480,18519,1,100,SO72547,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
589,15422,1,100,SO72548,? 419.78,769.49,07-12-2022,19-12-2022,14-12-2022
485,15422,1,100,SO72548,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
217,15422,1,100,SO72548,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
467,15422,2,100,SO72548,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
363,13482,1,100,SO72549,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
485,13482,1,100,SO72549,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
480,13482,1,100,SO72549,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
363,18420,1,100,SO72550,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
483,18420,1,100,SO72550,? 44.88,120.00,07-12-2022,19-12-2022,14-12-2022
361,20708,1,19,SO72551,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
537,20708,1,19,SO72551,? 13.09,35.00,07-12-2022,19-12-2022,14-12-2022
528,20708,1,19,SO72551,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
357,18432,1,100,SO72552,"? 1,265.62",2319.99,07-12-2022,19-12-2022,14-12-2022
225,18432,1,100,SO72552,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
485,18432,1,100,SO72552,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
355,18435,1,100,SO72553,"? 1,265.62",2319.99,07-12-2022,19-12-2022,14-12-2022
485,18435,1,100,SO72553,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
217,18435,1,100,SO72553,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
361,18478,1,100,SO72554,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
485,18478,1,100,SO72554,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
472,18478,1,100,SO72554,? 23.75,63.50,07-12-2022,19-12-2022,14-12-2022
388,18457,1,6,SO72555,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
529,18457,1,6,SO72555,? 1.49,3.99,07-12-2022,19-12-2022,14-12-2022
539,18457,1,6,SO72555,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
217,18457,1,6,SO72555,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
471,18457,1,6,SO72555,? 23.75,63.50,07-12-2022,19-12-2022,14-12-2022
386,18461,1,6,SO72556,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
539,18461,1,6,SO72556,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
463,18461,1,6,SO72556,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
388,27696,1,6,SO72557,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
489,27696,1,6,SO72557,? 41.57,53.99,07-12-2022,19-12-2022,14-12-2022
225,27696,1,6,SO72557,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
386,27697,1,6,SO72558,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
584,27486,1,6,SO72559,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
479,27486,1,6,SO72559,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
477,27486,1,6,SO72559,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
217,27486,1,6,SO72559,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
382,27715,2,6,SO72560,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
539,27715,1,6,SO72560,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
480,27715,2,6,SO72560,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
361,16607,1,6,SO72561,"? 1,251.98",2294.99,07-12-2022,19-12-2022,14-12-2022
485,16607,1,6,SO72561,? 8.22,21.98,07-12-2022,19-12-2022,14-12-2022
480,16607,1,6,SO72561,? 0.86,2.29,07-12-2022,19-12-2022,14-12-2022
588,17334,1,6,SO72562,? 419.78,769.49,07-12-2022,19-12-2022,14-12-2022
579,26298,1,100,SO72563,? 755.15,1214.85,07-12-2022,19-12-2022,14-12-2022
491,26298,1,100,SO72563,? 41.57,53.99,07-12-2022,19-12-2022,14-12-2022
563,28154,1,100,SO72564,"? 1,481.94",2384.07,07-12-2022,19-12-2022,14-12-2022
482,28154,1,100,SO72564,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
574,28156,1,100,SO72565,"? 1,481.94",2384.07,07-12-2022,19-12-2022,14-12-2022
222,28156,1,100,SO72565,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
561,15567,1,19,SO72566,"? 1,481.94",2384.07,07-12-2022,19-12-2022,14-12-2022
479,15567,1,19,SO72566,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
563,15566,1,19,SO72567,"? 1,481.94",2384.07,07-12-2022,19-12-2022,14-12-2022
541,15566,1,19,SO72567,? 10.84,28.99,07-12-2022,19-12-2022,14-12-2022
530,15566,1,19,SO72567,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
487,15566,1,19,SO72567,? 20.57,54.99,07-12-2022,19-12-2022,14-12-2022
225,15566,1,19,SO72567,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
604,24388,1,100,SO72568,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
479,24388,1,100,SO72568,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
477,24388,1,100,SO72568,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
222,24388,1,100,SO72568,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
605,23873,1,100,SO72569,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
529,23873,1,100,SO72569,? 1.49,3.99,07-12-2022,19-12-2022,14-12-2022
538,23873,1,100,SO72569,? 8.04,21.49,07-12-2022,19-12-2022,14-12-2022
473,23873,1,100,SO72569,? 23.75,63.50,07-12-2022,19-12-2022,14-12-2022
584,23895,1,100,SO72570,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
606,23878,1,100,SO72571,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
477,23878,1,100,SO72571,? 1.87,4.99,07-12-2022,19-12-2022,14-12-2022
479,23878,1,100,SO72571,? 3.36,8.99,07-12-2022,19-12-2022,14-12-2022
214,23878,1,100,SO72571,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
386,22152,1,100,SO72572,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
222,22152,1,100,SO72572,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
228,22152,1,100,SO72572,? 38.49,49.99,07-12-2022,19-12-2022,14-12-2022
388,21148,1,19,SO72573,? 713.08,1120.49,07-12-2022,19-12-2022,14-12-2022
488,21148,1,19,SO72573,? 41.57,53.99,07-12-2022,19-12-2022,14-12-2022
583,19357,1,100,SO72574,"? 1,082.51",1700.99,07-12-2022,19-12-2022,14-12-2022
490,19357,1,100,SO72574,? 41.57,53.99,07-12-2022,19-12-2022,14-12-2022
467,19357,1,100,SO72574,? 9.16,24.49,07-12-2022,19-12-2022,14-12-2022
583,26984,1,100,SO72575,"? 1,082.51",1700.99,07-12-2022,19-12-2022,14-12-2022
529,26984,1,100,SO72575,? 1.49,3.99,07-12-2022,19-12-2022,14-12-2022
539,26984,1,100,SO72575,? 9.35,24.99,07-12-2022,19-12-2022,14-12-2022
214,26984,1,100,SO72575,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
582,19295,1,100,SO72576,"? 1,082.51",1700.99,07-12-2022,19-12-2022,14-12-2022
581,22602,1,98,SO72577,"? 1,082.51",1700.99,07-12-2022,19-12-2022,14-12-2022
490,22602,1,98,SO72577,? 41.57,53.99,07-12-2022,19-12-2022,14-12-2022
606,14774,2,100,SO72578,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
538,14774,1,100,SO72578,? 8.04,21.49,07-12-2022,19-12-2022,14-12-2022
605,24057,1,100,SO72579,? 343.65,539.99,07-12-2022,19-12-2022,14-12-2022
217,24057,1,100,SO72579,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
562,12222,1,98,SO72580,"? 1,481.94",2384.07,07-12-2022,19-12-2022,14-12-2022
225,12222,1,98,SO72580,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
214,12222,1,98,SO72580,? 13.09,34.99,07-12-2022,19-12-2022,14-12-2022
578,14262,1,6,SO72581,? 755.15,1214.85,07-12-2022,19-12-2022,14-12-2022
225,14262,1,6,SO72581,? 6.92,8.99,07-12-2022,19-12-2022,14-12-2022
536,21390,1,6,SO72582,? 11.22,29.99,08-12-2022,20-12-2022,15-12-2022
480,21390,2,6,SO72582,? 0.86,2.29,08-12-2022,20-12-2022,15-12-2022
538,19961,1,6,SO72583,? 8.04,21.49,08-12-2022,20-12-2022,15-12-2022
473,19961,1,6,SO72583,? 23.75,63.50,08-12-2022,20-12-2022,15-12-2022
529,19961,1,6,SO72583,? 1.49,3.99,08-12-2022,20-12-2022,15-12-2022
528,24891,1,6,SO72584,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
530,23308,1,6,SO72585,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
489,17059,1,6,SO72586,? 41.57,53.99,08-12-2022,20-12-2022,15-12-2022
376,20931,1,98,SO72587,"? 1,554.95",2443.35,08-12-2022,20-12-2022,15-12-2022
529,20931,1,98,SO72587,? 1.49,3.99,08-12-2022,20-12-2022,15-12-2022
540,20931,1,98,SO72587,? 12.19,32.60,08-12-2022,20-12-2022,15-12-2022
480,20931,2,98,SO72587,? 0.86,2.29,08-12-2022,20-12-2022,15-12-2022
484,20931,1,98,SO72587,? 2.97,7.95,08-12-2022,20-12-2022,15-12-2022
361,22836,1,100,SO72588,"? 1,251.98",2294.99,08-12-2022,20-12-2022,15-12-2022
537,22836,1,100,SO72588,? 13.09,35.00,08-12-2022,20-12-2022,15-12-2022
528,22836,1,100,SO72588,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
357,26388,1,100,SO72589,"? 1,265.62",2319.99,08-12-2022,20-12-2022,15-12-2022
222,26388,1,100,SO72589,? 13.09,34.99,08-12-2022,20-12-2022,15-12-2022
357,19454,2,100,SO72590,"? 1,265.62",2319.99,08-12-2022,20-12-2022,15-12-2022
485,19454,1,100,SO72590,? 8.22,21.98,08-12-2022,20-12-2022,15-12-2022
489,19454,1,100,SO72590,? 41.57,53.99,08-12-2022,20-12-2022,15-12-2022
359,21542,1,100,SO72591,"? 1,251.98",2294.99,08-12-2022,20-12-2022,15-12-2022
222,21542,1,100,SO72591,? 13.09,34.99,08-12-2022,20-12-2022,15-12-2022
353,22800,2,100,SO72592,"? 1,265.62",2319.99,08-12-2022,20-12-2022,15-12-2022
537,22800,1,100,SO72592,? 13.09,35.00,08-12-2022,20-12-2022,15-12-2022
528,22800,1,100,SO72592,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
359,17778,1,100,SO72593,"? 1,251.98",2294.99,08-12-2022,20-12-2022,15-12-2022
483,17778,1,100,SO72593,? 44.88,120.00,08-12-2022,20-12-2022,15-12-2022
225,17778,1,100,SO72593,? 6.92,8.99,08-12-2022,20-12-2022,15-12-2022
357,19340,1,100,SO72594,"? 1,265.62",2319.99,08-12-2022,20-12-2022,15-12-2022
537,19340,1,100,SO72594,? 13.09,35.00,08-12-2022,20-12-2022,15-12-2022
528,19340,1,100,SO72594,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
225,19340,1,100,SO72594,? 6.92,8.99,08-12-2022,20-12-2022,15-12-2022
485,19340,1,100,SO72594,? 8.22,21.98,08-12-2022,20-12-2022,15-12-2022
600,16259,1,100,SO72595,? 294.58,539.99,08-12-2022,20-12-2022,15-12-2022
222,16259,1,100,SO72595,? 13.09,34.99,08-12-2022,20-12-2022,15-12-2022
480,11503,1,100,SO72596,? 0.86,2.29,08-12-2022,20-12-2022,15-12-2022
225,12963,1,100,SO72597,? 6.92,8.99,08-12-2022,20-12-2022,15-12-2022
530,28337,1,100,SO72598,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
487,28337,1,100,SO72598,? 20.57,54.99,08-12-2022,20-12-2022,15-12-2022
529,11194,1,100,SO72599,? 1.49,3.99,08-12-2022,20-12-2022,15-12-2022
214,11194,1,100,SO72599,? 13.09,34.99,08-12-2022,20-12-2022,15-12-2022
463,11194,1,100,SO72599,? 9.16,24.49,08-12-2022,20-12-2022,15-12-2022
530,27390,1,100,SO72600,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
541,27390,1,100,SO72600,? 10.84,28.99,08-12-2022,20-12-2022,15-12-2022
479,27390,1,100,SO72600,? 3.36,8.99,08-12-2022,20-12-2022,15-12-2022
477,27390,1,100,SO72600,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
539,11501,1,19,SO72601,? 9.35,24.99,08-12-2022,20-12-2022,15-12-2022
535,26072,1,100,SO72602,? 9.35,24.99,08-12-2022,20-12-2022,15-12-2022
478,21497,1,100,SO72603,? 3.74,9.99,08-12-2022,20-12-2022,15-12-2022
477,21497,1,100,SO72603,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
231,21497,1,100,SO72603,? 38.49,49.99,08-12-2022,20-12-2022,15-12-2022
465,21497,1,100,SO72603,? 9.16,24.49,08-12-2022,20-12-2022,15-12-2022
478,20433,1,100,SO72604,? 3.74,9.99,08-12-2022,20-12-2022,15-12-2022
477,20433,1,100,SO72604,? 1.87,4.99,08-12-2022,20-12-2022,15-12-2022
463,20433,1,100,SO72604,? 9.16,24.49,08-12-2022,20-12-2022,15-12-2022
217,20433,1,100,SO72604,? 13.09,34.99,08-12-2022,20-12-2022,15-12-2022
475,19878,1,100,SO72605,? 26.18,69.99,08-12-2022,20-12-2022,15-12-2022
474,18993,1,100,SO72606,? 26.18,69.99,08-12-2022,20-12-2022,15-12-2022
